"sex","age","state","undocu","edyrs","income"
"Male",46,"Illinois","No",7,69.195
"Female",56,"California","Yes",4,65.899
"Male",48,"Other","No",12,86.589
"Female",62,"California","No",6,73.502
"Female",46,"Other","Yes",6,44.228
"Female",57,"Illinois","No",11,87.075
"Female",43,"New York","No",12,95.036
"Male",62,"Other","Yes",7,46.717
"Male",47,"Other","No",11,75.114
"Female",55,"Other","No",9,71.621
"Female",49,"Other","No",13,82.103
"Female",44,"Other","No",7,61.74
"Female",52,"Other","Yes",7,53.978
"Female",53,"California","No",5,70.162
"Male",58,"California","Yes",2,54.875
"Female",52,"California","Yes",1,52.645
"Male",58,"California","No",9,85.035
"Male",53,"California","No",7,98.688
"Female",49,"California","No",9,87.768
"Female",46,"California","No",9,87.014
"Female",49,"Other","No",9,69.647
"Female",43,"California","No",9,83.98
"Male",51,"New York","No",13,99.001
"Male",53,"Other","No",12,84.881
"Male",50,"Other","Yes",2,36.838
"Female",67,"Texas","Yes",2,63.813
"Female",44,"Other","No",15,90.939
"Female",47,"California","No",6,74.346
"Female",64,"Other","Yes",6,44.128
"Male",53,"Other","No",11,77.285
"Female",62,"Other","No",10,71.838
"Male",45,"New York","Yes",11,69.565
"Female",43,"Other","No",10,68.684
"Female",56,"Other","No",7,58.961
"Female",48,"Other","No",11,71.773
"Male",60,"Other","Yes",10,54.94
"Male",54,"Other","Yes",8,71.112
"Male",60,"Florida","No",11,82.745
"Male",53,"Florida","No",10,80.338
"Male",47,"New York","Yes",6,64.832
"Female",48,"Other","No",11,73.348
"Male",47,"Texas","No",7,71.413
"Male",66,"Florida","No",13,87.949
"Male",63,"Illinois","Yes",6,55.613
"Female",52,"California","No",7,78.124
"Male",42,"Texas","Yes",6,50.394
"Female",58,"California","No",6,75.373
"Male",52,"Illinois","No",10,80.669
"Male",48,"Other","No",13,84.704
"Female",41,"California","No",8,99.808
"Female",44,"California","No",6,72.241
"Female",40,"Other","No",12,73.759
"Female",52,"Texas","Yes",6,53.501
"Male",47,"Illinois","No",10,88.161
"Male",63,"Other","No",14,86.235
"Male",66,"California","No",6,83.119
"Male",38,"Other","No",12,74.044
"Female",51,"Florida","No",9,75.079
"Female",63,"California","No",6,78.609
"Male",59,"California","No",8,108.088
"Male",56,"California","No",7,82.455
"Male",50,"Other","No",14,84.129
"Female",44,"Texas","No",10,76.749
"Male",59,"California","No",7,82.537
"Male",51,"California","No",9,93.399
"Female",63,"Other","No",13,81.789
"Female",42,"Florida","No",13,86.304
"Male",50,"Other","No",10,75.6
"Female",67,"Other","No",13,78.45
"Female",56,"Other","No",10,70.23
"Male",64,"Illinois","No",9,80.634
"Female",47,"Texas","No",15,96.945
"Male",34,"Texas","No",10,67.307
"Female",51,"Other","No",11,75.596
"Male",54,"Other","No",9,65.718
"Female",51,"California","No",9,89.429
"Male",60,"Other","No",12,76.767
"Male",62,"Other","No",10,75.302
"Female",62,"New York","Yes",9,68.298
"Male",54,"California","No",8,89.175
"Female",67,"California","No",7,82.58
"Female",75,"Other","No",11,83.876
"Female",65,"Texas","No",6,63.572
"Female",65,"Florida","No",10,82.961
"Male",36,"California","No",5,69.685
"Female",49,"Texas","No",11,87.441
"Male",55,"Texas","No",11,81.547
"Female",39,"Texas","No",11,75.422
"Male",52,"California","Yes",7,69.729
"Female",56,"Other","No",11,86.561
"Male",52,"California","No",7,79.144
"Female",42,"Other","No",7,58.097
"Female",42,"Other","Yes",6,47.804
"Female",33,"New York","Yes",1,46.352
"Female",54,"Other","No",13,78.682
"Male",67,"Other","Yes",5,47.493
"Female",45,"Texas","No",12,83.98
"Female",49,"Texas","No",8,66.912
"Male",38,"Other","No",9,61.333
"Female",66,"Other","Yes",9,51.304
"Female",52,"Other","Yes",7,48.204
"Male",51,"California","No",9,91.274
"Male",65,"Other","No",13,79.324
"Male",69,"Florida","No",8,70.664
"Female",53,"Other","Yes",7,49.077
"Female",57,"Other","No",11,73.496
"Female",51,"Other","Yes",6,44.046
"Male",56,"Other","Yes",6,46.211
"Male",55,"Texas","No",10,80.19
"Female",43,"Illinois","No",14,95.175
"Female",39,"Illinois","No",13,93.858
"Male",44,"Other","No",9,67.785
"Female",42,"Other","No",10,72.341
"Female",47,"California","No",8,83.187
"Male",49,"California","No",6,75.591
"Male",66,"California","No",7,85.82
"Female",71,"Other","No",8,70.55
"Male",40,"Texas","No",9,69.807
"Male",54,"Other","No",13,81.304
"Male",57,"New York","No",12,94.514
"Male",48,"Other","No",11,70.729
"Female",67,"California","No",7,77.529
"Female",47,"Other","No",13,80.201
"Male",48,"California","No",7,78.663
"Male",67,"California","No",9,85.897
"Male",51,"Florida","No",9,77.991
"Male",49,"Other","No",12,76.997
"Male",40,"Other","Yes",9,46.614
"Female",54,"Florida","No",9,73.857
"Female",67,"Florida","No",11,80.003
"Male",72,"California","Yes",3,56.863
"Male",66,"California","No",8,90.088
"Male",59,"California","No",10,96.266
"Male",45,"Illinois","No",13,90.149
"Male",49,"California","No",9,97.689
"Male",37,"Other","No",14,77.713
"Female",70,"Other","No",9,81.646
"Male",56,"Other","No",10,91.735
"Male",45,"New York","No",10,96.734
"Female",51,"Other","No",13,80.459
"Female",66,"Other","No",12,75.258
"Male",51,"California","No",6,72.826
"Male",39,"Other","No",10,71.161
"Male",60,"California","Yes",3,58.214
"Female",60,"California","No",9,87.146
"Female",72,"California","No",5,74.541
"Male",56,"Other","No",9,96.122
"Male",56,"California","No",7,80.19
"Male",60,"California","No",6,75.328
"Male",50,"California","Yes",0,78.451
"Female",49,"Other","No",10,71.477
"Female",44,"Illinois","No",14,93.435
"Male",69,"Other","Yes",3,47.341
"Male",62,"California","Yes",7,64.218
"Male",64,"Florida","No",10,103.096
"Female",44,"New York","No",11,92.823
"Male",44,"Texas","Yes",8,54.724
"Male",61,"California","No",7,78.789
"Female",67,"Other","No",12,75.27
"Female",29,"Other","No",12,68.269
"Female",46,"California","No",9,108.75
"Female",62,"California","No",6,74.954
"Male",48,"Other","Yes",5,44.243
"Female",55,"Florida","No",14,93.621
"Female",44,"New York","No",10,87.384
"Female",52,"California","No",7,81.846
"Male",50,"New York","No",12,95.605
"Male",49,"Florida","No",11,80.76
"Female",51,"Texas","Yes",8,53.192
"Female",58,"New York","No",12,95.672
"Male",46,"New York","No",15,108.365
"Female",68,"Florida","No",8,96.047
"Female",34,"Other","No",14,82.222
"Male",71,"Texas","No",11,76.848
"Female",44,"Other","No",12,76.803
"Female",45,"Other","No",15,85.534
"Male",46,"Florida","No",14,92.444
"Male",65,"Other","No",12,93.898
"Male",48,"New York","No",12,94.613
"Male",68,"Other","No",12,79.943
"Female",42,"Other","Yes",6,48.365
"Female",43,"California","No",6,75.234
"Male",59,"Other","No",10,70.606
"Male",35,"Other","No",12,72.351
"Female",35,"Texas","Yes",8,55.634
"Female",69,"Florida","No",15,98.428
"Male",57,"California","Yes",3,59.105
"Male",49,"Other","No",11,71.899
"Female",54,"California","No",7,78.389
"Female",62,"Other","No",9,65.789
"Male",50,"New York","No",14,101.653
"Male",54,"California","Yes",4,61.241
"Male",66,"Other","Yes",10,55.312
"Male",49,"California","Yes",2,57.304
"Male",55,"Other","No",10,73.524
"Male",48,"Other","No",10,69.726
"Male",66,"Florida","No",13,89.208
"Male",50,"California","No",7,79.921
"Female",47,"California","No",7,79.208
"Female",48,"Other","Yes",8,60.029
"Male",52,"New York","Yes",5,62.539
"Male",42,"Texas","No",9,75.989
"Male",55,"Other","Yes",6,51.566
"Male",58,"Florida","No",12,84.997
"Female",29,"Other","No",14,75.813
"Female",54,"Other","No",9,64.979
"Female",59,"Other","No",8,67.466
"Male",47,"California","Yes",3,56.506
"Female",43,"California","No",7,84.64
"Male",38,"Other","Yes",4,36.608
"Female",58,"Texas","No",12,83.772
"Male",41,"Florida","No",10,75.662
"Male",52,"Florida","Yes",4,48.805
"Male",45,"California","Yes",5,59.875
"Female",62,"Texas","No",12,85.583
"Female",50,"California","No",7,76.793
"Female",50,"Other","No",10,69.179
"Female",43,"New York","Yes",7,62.128
"Male",61,"Other","No",11,72.875
"Female",57,"California","No",8,94.967
"Male",53,"Other","No",8,65.796
"Male",55,"Other","No",14,85.273
"Male",51,"New York","No",8,81.123
"Female",39,"Other","Yes",6,43.535
"Male",49,"Texas","No",11,82.687
"Male",50,"Texas","Yes",6,51.375
"Male",62,"California","No",9,86.603
"Female",39,"California","No",5,68.198
"Male",31,"New York","No",11,84.054
"Female",63,"Other","No",12,76.161
"Female",61,"Other","No",10,73.9
"Male",55,"Florida","No",11,80.838
"Female",45,"Illinois","No",11,83.899
"Female",60,"Texas","No",10,76.965
"Female",47,"Other","No",14,82.639
"Male",53,"Other","Yes",6,51.96
"Female",71,"Other","No",9,65.615
"Female",66,"Florida","No",13,91.087
"Female",50,"Florida","No",13,91.01
"Male",49,"California","No",9,83.74
"Female",69,"Other","Yes",8,48.096
"Male",63,"New York","No",11,92.896
"Female",65,"California","No",7,78.509
"Male",31,"California","No",6,69.659
"Female",53,"California","No",8,81.243
"Female",53,"Texas","No",6,60.548
"Male",58,"California","No",6,88.516
"Female",52,"Florida","No",13,93.53
"Male",40,"Other","No",14,80.247
"Female",51,"California","No",8,89.867
"Female",50,"Other","Yes",4,39.959
"Male",54,"Other","No",11,72.905
"Male",58,"California","No",6,80.215
"Female",58,"Other","No",10,73.865
"Female",57,"Other","Yes",8,47.771
"Female",51,"Illinois","No",14,93.352
"Male",51,"California","Yes",5,62.157
"Male",58,"California","No",12,95.108
"Male",57,"California","No",8,83.602
"Male",40,"Other","Yes",10,62.139
"Male",50,"Other","No",8,65.351
"Female",59,"Florida","No",9,80.824
"Male",63,"New York","No",13,102.177
"Male",61,"Other","No",11,77.282
"Female",68,"California","Yes",2,57.384
"Male",54,"Other","No",11,78.034
"Male",50,"California","Yes",3,56.595
"Male",74,"Other","No",11,71.759
"Male",56,"Other","No",9,68.72
"Female",60,"Texas","No",12,82.062
"Male",64,"Texas","No",10,74.778
"Female",39,"Florida","Yes",8,52.036
"Female",59,"Other","No",12,76.702
"Female",52,"Illinois","No",11,86.843
"Male",47,"Texas","No",9,70.858
"Female",57,"Florida","No",14,96.034
"Male",51,"Other","No",12,79.372
"Female",63,"New York","Yes",7,65.562
"Male",62,"California","Yes",3,65.96
"Male",68,"Florida","No",11,85.728
"Male",65,"New York","No",9,84.81
"Female",50,"Other","Yes",5,44.803
"Male",65,"Florida","No",13,88.039
"Male",39,"Texas","Yes",6,45.865
"Female",69,"Other","No",12,78.769
"Male",65,"Other","No",12,83.681
"Female",37,"California","No",11,97.099
"Female",51,"Other","No",16,89.854
"Male",51,"Illinois","No",13,97.265
"Male",74,"Other","No",11,73.238
"Male",51,"New York","No",16,115.005
"Male",63,"Florida","No",9,72.908
"Female",46,"Other","No",7,59.451
"Female",67,"California","No",9,91.025
"Male",55,"Texas","No",12,83.2
"Male",58,"Texas","Yes",5,53.057
"Male",59,"Other","No",9,71.612
"Male",55,"Other","Yes",6,46
"Female",30,"Other","No",14,80.044
"Female",56,"California","No",9,85.331
"Female",57,"Other","Yes",7,58.601
"Female",55,"Other","No",9,73.054
"Female",57,"Other","Yes",5,44.513
"Female",65,"Other","Yes",7,47.655
"Female",59,"Other","No",10,72.829
"Male",32,"New York","No",11,88.534
"Female",46,"California","No",8,80.875
"Female",43,"Other","Yes",9,47.923
"Male",47,"Texas","No",11,80.483
"Male",52,"California","No",9,83.569
"Male",50,"California","No",9,83.919
"Male",41,"Other","No",9,67.724
"Male",60,"Other","No",10,71.273
"Male",63,"California","No",8,89.629
"Female",45,"New York","No",8,84.398
"Female",57,"Other","No",9,67.365
"Male",48,"California","No",6,76.867
"Male",64,"California","No",10,87.668
"Female",42,"Florida","No",12,80.696
"Female",51,"Other","No",12,80.043
"Male",66,"California","No",5,74.882
"Male",55,"Other","No",11,93.278
"Male",52,"California","No",9,84.508
"Female",54,"New York","No",13,100.133
"Male",42,"Other","No",9,67.712
"Male",44,"Florida","Yes",9,59.497
"Female",30,"Other","No",10,62.072
"Male",63,"Other","Yes",6,50.204
"Female",45,"Other","Yes",8,50.081
"Male",45,"Other","No",11,75.898
"Male",54,"Other","No",11,74.049
"Female",45,"Florida","Yes",7,58.437
"Male",48,"California","No",9,85.47
"Female",53,"Other","No",9,70.32
"Female",59,"Other","No",11,79.472
"Male",53,"California","No",9,89.018
"Female",63,"California","No",9,84.681
"Female",52,"New York","No",9,83.874
"Female",58,"California","No",9,88.153
"Male",63,"Texas","No",9,71.472
"Male",37,"Other","No",9,62.965
"Male",60,"California","No",7,81.562
"Male",51,"Other","No",11,71.1
"Female",59,"Florida","No",10,82.644
"Male",53,"New York","No",10,86.168
"Male",66,"Other","No",15,89.399
"Male",32,"Other","No",11,66.08
"Male",60,"Florida","No",10,77.34
"Male",46,"California","No",8,78.813
"Male",63,"California","No",8,84.025
"Female",54,"California","Yes",1,54.622
"Female",42,"California","No",6,71.767
"Female",60,"California","No",6,81.527
"Male",57,"Texas","No",9,71.49
"Male",56,"Other","Yes",2,43.524
"Male",56,"Other","Yes",7,49.067
"Male",47,"Other","Yes",5,52.471
"Male",50,"California","No",9,85.337
"Male",58,"Other","No",14,84.775
"Male",50,"Other","No",10,69.697
"Male",52,"New York","No",11,92.641
"Female",45,"California","No",10,89.844
"Male",34,"California","No",7,70.658
"Male",34,"Other","No",10,63.54
"Male",63,"Other","No",11,72.463
"Male",40,"California","No",5,68.51
"Female",40,"Other","No",8,58.623
"Female",35,"Other","No",10,67.861
"Female",55,"Other","No",11,74.116
"Female",53,"Other","No",9,73.174
"Male",53,"Other","No",11,85.992
"Female",56,"California","No",4,67.166
"Male",25,"Other","No",10,57.461
"Male",57,"New York","No",12,99.472
"Male",62,"Texas","No",11,78.176
"Female",73,"Other","No",9,71.358
"Female",51,"California","No",6,73.312
"Male",57,"Other","No",6,57.926
"Male",57,"New York","Yes",10,79.067
"Female",53,"California","Yes",7,66.86
"Male",40,"Other","No",9,68.747
"Female",65,"Texas","Yes",5,58.747
"Male",61,"Other","Yes",6,54.685
"Female",53,"Other","No",9,67.225
"Female",53,"Other","Yes",9,56.856
"Female",38,"New York","No",11,86.227
"Male",61,"Other","No",9,65.94
"Female",55,"Other","No",12,77.009
"Female",41,"Other","No",14,83.472
"Male",44,"Texas","Yes",6,49.102
"Male",38,"Other","No",10,68.565
"Male",43,"Other","No",9,68.716
"Male",58,"California","No",6,82.818
"Male",55,"Other","No",12,76.099
"Male",70,"California","No",4,76.151
"Male",40,"California","No",9,81.046
"Male",66,"Other","Yes",8,50.437
"Female",39,"Other","No",10,66.244
"Male",47,"Other","No",12,78.989
"Male",43,"Other","No",10,68.296
"Male",70,"Other","No",11,73.163
"Female",48,"California","No",6,73.57
"Male",56,"Other","Yes",6,47.247
"Female",34,"Other","No",9,58.741
"Female",61,"California","No",8,80.866
"Female",42,"Other","No",9,64.447
"Female",56,"Other","Yes",7,48.263
"Male",56,"Other","No",13,83.783
"Male",49,"Other","Yes",6,45.226
"Female",55,"New York","No",11,93.773
"Male",64,"California","No",9,83.602
"Male",58,"Other","No",13,83.662
"Male",64,"California","No",8,87.863
"Female",51,"Other","No",12,76.915
"Male",54,"Florida","Yes",3,60.398
"Male",69,"California","No",6,75.636
"Female",57,"Florida","Yes",7,54.509
"Male",49,"California","No",9,87.169
"Male",45,"New York","No",13,97.936
"Female",61,"Florida","No",9,74.529
"Female",53,"Illinois","No",11,82.353
"Male",35,"Florida","No",10,73.41
"Male",65,"New York","Yes",7,66.677
"Male",48,"Florida","No",10,76.786
"Male",40,"Florida","No",11,77.956
"Male",52,"New York","No",13,101.771
"Female",49,"California","Yes",1,58.694
"Female",54,"Other","Yes",6,49.551
"Female",47,"Other","No",14,81.367
"Male",48,"Illinois","No",11,84.333
"Female",55,"Other","No",12,81.74
"Female",67,"Other","Yes",8,51.407
"Female",49,"Other","No",12,78.484
"Male",63,"Other","No",14,85.36
"Male",54,"Other","Yes",7,53.095
"Male",67,"Florida","No",10,75.77
"Male",57,"New York","No",12,98.311
"Male",45,"California","No",4,66.75
"Female",70,"Other","No",10,71.842
"Male",43,"Other","No",14,81.449
"Female",69,"California","No",10,94.655
"Male",52,"Other","No",13,79.497
"Male",50,"California","No",8,79.609
"Male",57,"Other","No",13,79.211
"Male",42,"Other","No",14,86.079
"Male",48,"New York","No",12,100.409
"Female",66,"Other","No",12,79.25
"Female",58,"Other","No",12,84.139
"Female",41,"Other","No",11,69.25
"Male",59,"New York","Yes",5,64.763
"Female",51,"Other","No",12,79.613
"Female",54,"Florida","No",12,96.086
"Female",61,"California","No",9,84.665
"Female",39,"California","Yes",3,56.058
"Female",40,"Other","Yes",6,43.182
"Male",46,"Other","No",10,79.407
"Female",58,"Other","No",10,71.007
"Male",50,"Other","No",13,84.032
"Female",52,"Other","No",10,73.072
"Male",62,"Other","No",14,90.642
"Male",52,"Other","No",10,75.473
"Female",51,"Florida","No",12,87.182
"Male",51,"Other","No",9,65.828
"Female",37,"Other","No",8,60.581
"Male",69,"Other","No",10,77.83
"Male",64,"Other","No",11,73.778
"Female",32,"Other","Yes",8,46.315
"Male",27,"Other","No",7,49.851
"Female",43,"New York","No",10,84.327
"Male",64,"California","Yes",5,62.277
"Male",73,"California","No",7,77.475
"Male",58,"Other","No",10,74.172
"Male",40,"New York","No",13,95.498
"Male",46,"Texas","No",13,82.187
"Female",55,"Illinois","No",14,94.586
"Female",43,"Other","No",12,87.209
"Female",46,"New York","No",15,106.614
"Female",44,"Other","No",13,77.971
"Female",64,"Florida","No",10,80.258
"Female",44,"New York","No",11,89.636
"Male",46,"California","No",5,67.893
"Female",59,"New York","Yes",8,67.512
"Male",60,"Florida","No",13,88.382
"Female",66,"Other","No",7,62.576
"Female",50,"Other","No",9,72.17
"Male",59,"California","No",7,84.02
"Male",59,"Texas","No",9,75.789
"Male",68,"California","No",8,80.929
"Male",48,"Other","No",11,76.939
"Male",68,"Other","No",11,76.583
"Female",68,"Illinois","No",11,84.537
"Male",48,"Other","No",12,76.438
"Male",50,"Florida","No",10,79.739
"Female",62,"Other","Yes",8,51.531
"Female",59,"Other","Yes",7,46.75
"Male",48,"California","No",4,80.512
"Female",48,"Other","No",12,78.87
"Female",53,"Other","No",13,82.543
"Male",56,"Florida","No",11,89.092
"Female",52,"Other","No",12,77.989
"Male",56,"New York","No",11,90.574
"Male",56,"California","No",8,83.449
"Male",49,"Illinois","No",11,81.936
"Female",43,"Florida","No",12,81.231
"Female",47,"California","No",9,97.287
"Female",77,"Texas","No",11,76.231
"Male",60,"California","Yes",4,61.806
"Male",39,"California","No",6,81.422
"Female",38,"Illinois","No",12,88.869
"Male",61,"New York","No",11,94.136
"Female",54,"Other","No",11,81.091
"Male",55,"California","No",6,73.549
"Female",61,"Illinois","No",13,91.353
"Male",41,"Other","No",10,80.056
"Male",55,"Florida","No",12,85.854
"Female",63,"Other","Yes",6,47.975
"Female",55,"Other","Yes",6,52.43
"Male",58,"Other","Yes",8,57.274
"Male",49,"Other","No",13,80.736
"Female",61,"California","No",4,79.543
"Female",50,"Other","No",10,75.23
"Female",76,"Florida","No",12,85.629
"Male",57,"Illinois","Yes",6,55.055
"Male",44,"Other","No",9,72.444
"Female",43,"Illinois","Yes",10,60.024
"Female",42,"Other","Yes",3,37.432
"Female",37,"Other","No",13,75.735
"Female",57,"California","No",7,78.884
"Male",57,"Texas","Yes",6,49.939
"Female",48,"California","No",7,77.912
"Male",57,"Illinois","Yes",4,53.224
"Male",37,"Florida","No",11,79.049
"Male",45,"Other","No",13,80.95
"Female",62,"Illinois","Yes",10,81.604
"Male",55,"Other","No",13,86.076
"Female",70,"California","No",7,75.84
"Female",52,"Other","No",14,86.176
"Female",37,"Florida","Yes",4,55.312
"Male",36,"New York","No",9,83.293
"Male",49,"California","No",5,69.307
"Male",44,"Other","Yes",9,50.221
"Female",54,"California","No",8,80.373
"Male",67,"Other","No",11,74.716
"Female",46,"Other","No",7,61.812
"Female",65,"Illinois","No",13,93.205
"Female",55,"Other","No",11,73.583
"Male",71,"Texas","No",11,76.342
"Male",61,"New York","No",11,92.694
"Female",52,"Other","No",14,83.065
"Female",36,"California","No",6,71.695
"Female",46,"Other","No",11,70.811
"Female",45,"Texas","No",11,82.811
"Female",47,"Other","No",13,86.63
"Male",58,"California","No",6,76.143
"Male",36,"Other","No",11,69.253
"Female",42,"Illinois","No",8,70.042
"Male",48,"Other","No",10,69.378
"Male",43,"California","No",6,73.896
"Female",49,"Texas","Yes",5,45.786
"Female",43,"Other","Yes",4,41.017
"Male",45,"California","No",5,83.506
"Female",50,"California","No",8,85.782
"Male",37,"Texas","No",10,69.507
"Male",61,"California","No",9,84.36
"Male",76,"Other","No",12,74.669
"Female",36,"Texas","No",9,77.523
"Male",54,"California","No",7,78.347
"Male",58,"Other","No",11,72.388
"Male",55,"New York","No",12,95.587
"Male",61,"Florida","No",9,76.276
"Female",30,"Florida","No",14,84.608
"Male",51,"California","Yes",3,57.406
"Male",63,"Florida","No",12,86.581
"Female",61,"Other","No",10,79.504
"Female",59,"New York","No",12,95.728
"Female",70,"Other","No",10,75.414
"Male",44,"California","Yes",3,59.262
"Female",53,"Other","Yes",8,52.917
"Male",47,"Florida","Yes",4,51.727
"Male",52,"Florida","No",10,77.184
"Female",47,"Other","No",13,80.465
"Female",62,"California","No",5,74.572
"Male",64,"Other","No",10,81.384
"Female",50,"Other","No",9,66.435
"Female",67,"New York","No",13,96.759
"Female",48,"Texas","No",13,91.004
"Male",42,"Texas","No",10,76.698
"Female",61,"New York","No",11,93.928
"Male",51,"Other","No",8,65.46
"Male",52,"New York","No",13,97.52
"Male",48,"Other","No",15,89.892
"Male",50,"California","No",7,76.173
"Female",47,"California","No",8,81.087
"Female",36,"California","No",8,75.313
"Male",44,"Florida","No",10,85.248
"Female",56,"California","No",4,69.496
"Female",54,"Florida","No",14,97.187
"Male",64,"Florida","No",10,81.307
"Female",88,"California","No",5,63.429
"Male",59,"California","No",4,70.264
"Female",62,"California","No",9,84.63
"Female",55,"Other","No",15,86.299
"Male",55,"California","No",5,71.666
"Male",51,"Florida","No",13,93.41
"Male",56,"Other","No",10,75.347
"Female",53,"Texas","Yes",5,47.794
"Male",50,"Other","No",10,69.431
"Male",58,"Florida","No",8,69.914
"Female",43,"Other","No",8,61.351
"Male",43,"Texas","No",11,76.347
"Male",70,"Other","No",10,75.559
"Female",56,"California","No",6,73.964
"Female",36,"California","No",7,73.748
"Female",40,"California","Yes",4,64.411
"Female",53,"Other","No",9,71.896
"Female",56,"New York","No",12,95.826
"Male",65,"Other","No",9,68.781
"Female",43,"California","Yes",3,59.908
"Male",61,"Other","No",10,70.531
"Female",55,"California","No",7,128.448
"Male",55,"Texas","No",9,75.572
"Female",25,"Florida","No",12,87.66
"Female",50,"California","No",9,84.864
"Female",50,"New York","No",10,105.721
"Male",56,"Illinois","Yes",4,54.644
"Female",54,"California","No",5,71.844
"Female",51,"Illinois","No",11,82.592
"Male",62,"California","No",5,69.969
"Male",53,"Other","Yes",4,42.888
"Female",57,"New York","Yes",6,62.184
"Male",45,"Florida","No",7,66.698
"Female",52,"Florida","No",15,95.11
"Male",52,"Other","Yes",6,46.761
"Female",55,"Illinois","No",10,81.165
"Female",65,"Other","No",12,79.144
"Male",76,"Texas","No",8,67.204
"Female",51,"Other","No",8,62.253
"Male",33,"California","No",8,73.381
"Female",69,"New York","No",9,86.858
"Female",53,"Other","Yes",7,57.865
"Female",54,"California","No",7,78.472
"Female",60,"Other","No",10,79.496
"Female",70,"Texas","Yes",4,45.725
"Male",62,"Florida","No",13,91.722
"Female",63,"California","No",7,79.604
"Male",59,"California","Yes",0,53.01
"Female",53,"Other","No",13,82.269
"Female",47,"California","No",7,82.156
"Male",31,"Florida","No",11,74.237
"Female",56,"Other","No",8,63.813
"Male",54,"California","No",7,83.626
"Female",41,"Other","Yes",3,36.715
"Female",70,"Other","No",10,70.227
"Male",58,"Other","No",8,71.207
"Male",70,"New York","No",12,94.075
"Female",42,"California","No",12,114.212
"Male",51,"New York","No",13,96.767
"Female",43,"Other","No",9,64.212
"Female",55,"Texas","No",10,74.577
"Female",31,"New York","No",11,88.518
"Female",43,"Other","No",12,74.644
"Female",57,"California","No",8,88.468
"Male",56,"Other","Yes",5,43.06
"Female",45,"California","Yes",4,58.393
"Male",40,"Other","No",10,72.722
"Male",59,"New York","No",11,97.63
"Female",47,"Illinois","No",10,77.246
"Male",58,"Other","No",12,77.452
"Male",57,"Texas","Yes",8,58.212
"Male",59,"Texas","No",9,76.336
"Male",67,"Other","No",11,89.536
"Female",40,"California","No",5,68.81
"Male",53,"Other","No",10,71.511
"Male",46,"Texas","No",10,75.567
"Female",57,"New York","No",9,83.377
"Female",67,"New York","No",14,105.369
"Male",45,"Florida","No",13,88.069
"Female",65,"New York","No",15,112.019
"Male",47,"Florida","No",9,72.71
"Female",44,"Texas","No",9,69.23
"Male",46,"Texas","No",12,82.629
"Male",47,"Other","No",14,87.961
"Female",51,"California","Yes",6,63.787
"Male",41,"Other","No",10,82.976
"Male",51,"Texas","No",10,79.105
"Male",40,"Other","No",13,81.035
"Female",63,"Other","No",11,74.154
"Male",59,"Texas","No",14,89.555
"Female",65,"California","No",8,82.428
"Female",67,"California","No",7,77.983
"Female",56,"Other","No",11,77.872
"Male",56,"California","No",8,83.997
"Male",72,"Illinois","No",14,97.773
"Female",39,"California","No",8,76.121
"Female",54,"California","No",9,84.52
"Male",33,"California","No",9,77.793
"Female",57,"Other","No",8,65.53
"Male",56,"California","No",4,70.782
"Female",49,"Florida","No",14,92.465
"Female",29,"Florida","No",13,78.505
"Male",47,"Other","No",11,73.54
"Female",44,"Other","No",14,83.542
"Female",70,"Other","Yes",6,42.722
"Male",66,"Other","Yes",9,56.119
"Female",66,"Other","Yes",8,53.347
"Female",60,"Other","No",13,81.157
"Male",48,"Other","Yes",5,53.823
"Male",76,"Other","Yes",10,53.426
"Male",47,"New York","No",10,88.851
"Female",37,"Other","No",8,60.87
"Male",75,"California","No",7,76.501
"Female",62,"Other","Yes",9,50.185
"Male",62,"California","Yes",5,62.699
"Female",49,"Texas","Yes",6,53.416
"Female",34,"Other","No",9,60.924
"Female",64,"Other","No",10,72.36
"Male",68,"California","No",8,80.676
"Female",62,"New York","Yes",6,63.111
"Male",47,"Florida","Yes",8,58.811
"Male",46,"California","No",7,76.534
"Male",44,"Texas","No",10,72.873
"Female",55,"New York","No",14,100.923
"Female",63,"Florida","No",10,78.285
"Male",69,"Other","No",10,69.496
"Female",40,"Texas","Yes",5,50.745
"Male",48,"California","No",7,79.574
"Female",43,"Florida","No",11,83.044
"Female",58,"California","No",8,81.494
"Male",60,"New York","Yes",7,65.122
"Female",57,"California","No",7,84.875
"Female",53,"Florida","Yes",9,57.756
"Female",41,"Other","No",11,72.01
"Female",59,"Other","Yes",6,44.612
"Male",60,"Other","No",9,69.704
"Male",48,"Florida","No",10,84.137
"Female",49,"Other","No",10,73.571
"Male",50,"Florida","No",11,81.676
"Male",55,"Other","No",11,79.631
"Male",62,"Other","No",13,88.251
"Male",51,"California","No",7,80.463
"Male",51,"California","No",7,86.496
"Female",58,"California","Yes",5,67.872
"Female",51,"California","No",8,87.19
"Female",48,"New York","Yes",5,58.728
"Female",41,"Texas","No",12,79.03
"Male",53,"Other","No",9,69.598
"Female",59,"California","Yes",2,56.933
"Male",43,"Texas","No",8,66.651
"Female",45,"Other","No",8,63.403
"Female",50,"Other","No",15,85.878
"Male",51,"California","Yes",0,53.699
"Male",68,"California","No",5,70.72
"Male",59,"Other","No",10,70.593
"Male",59,"Other","No",14,103.598
"Female",61,"Florida","Yes",7,59.051
"Male",45,"Other","No",13,82.425
"Female",57,"Texas","No",8,67.84
"Male",65,"Texas","Yes",6,51.47
